Run,Model,Attack Intensity,Accuracy,Confidence
3,UA,0.0,0.5899999737739563,2.7412216663360596
3,UA,0.1,0.10999999940395355,3.144237518310547
3,UA,0.25,0.07999999821186066,3.3115322589874268
3,UA,0.5,0.07000000029802322,1.365466833114624
3,UA,1.0,0.05999999865889549,0.9881556630134583
3,UA,2.0,0.07000000029802322,1.2033600807189941
3,UA,4.0,0.07000000029802322,1.3524688482284546
3,UA,8.0,0.05999999865889549,1.5107604265213013
3,UN,0.0,0.5799999833106995,4.085322856903076
3,UN,0.1,0.019999999552965164,5.785610198974609
3,UN,0.25,0.0,5.756152629852295
3,UN,0.5,0.0,7.096704483032227
3,UN,1.0,0.0,7.604507923126221
3,UN,2.0,0.0,6.094927787780762
3,UN,4.0,0.0,4.741178035736084
3,UN,8.0,0.0,4.992909908294678
3,AU,0.0,0.7999999523162842,3.543710947036743
3,AU,0.1,0.0,3.7076027393341064
3,AU,0.25,0.0,4.393425941467285
3,AU,0.5,0.0,2.915961265563965
3,AU,1.0,0.0,2.610089063644409
3,AU,2.0,0.0,1.700676679611206
3,AU,4.0,0.0,1.4899237155914307
3,AU,8.0,0.0,1.3069500923156738
3,AA,0.0,0.7099999785423279,2.1118197441101074
3,AA,0.1,0.12999999523162842,1.6274316310882568
3,AA,0.25,0.04999999701976776,1.8489457368850708
3,AA,0.5,0.03999999910593033,1.2204625606536865
3,AA,1.0,0.08999999612569809,0.8259022831916809
3,AA,2.0,0.05999999865889549,0.6216793656349182
3,AA,4.0,0.05999999865889549,0.4826624095439911
3,AA,8.0,0.07000000029802322,0.3515167236328125
3,AN,0.0,0.6800000071525574,2.7247166633605957
3,AN,0.1,0.019999999552965164,3.510773181915283
3,AN,0.25,0.0,4.006777286529541
3,AN,0.5,0.0,3.0288634300231934
3,AN,1.0,0.0,2.3022851943969727
3,AN,2.0,0.0,1.5250931978225708
3,AN,4.0,0.0,1.4802074432373047
3,AN,8.0,0.0,1.420361876487732
4,UU,0.0,0.9099999666213989,6.920049667358398
4,UU,0.1,0.029999999329447746,6.106966495513916
4,UU,0.25,0.0,5.319085597991943
4,UU,0.5,0.0,7.132150650024414
4,UU,1.0,0.0,8.325237274169922
4,UU,2.0,0.0,6.812648296356201
4,UU,4.0,0.0,5.909239292144775
4,UU,8.0,0.0,5.561940670013428
4,UA,0.0,0.5999999642372131,2.270109176635742
4,UA,0.1,0.17000000178813934,3.0766994953155518
4,UA,0.25,0.12999999523162842,3.457709312438965
4,UA,0.5,0.10999999940395355,1.71516752243042
4,UA,1.0,0.03999999910593033,1.0300102233886719
4,UA,2.0,0.04999999701976776,1.3790583610534668
4,UA,4.0,0.07000000029802322,1.297206997871399
4,UA,8.0,0.04999999701976776,1.2276859283447266
4,UN,0.0,0.6200000047683716,4.4745306968688965
4,UN,0.1,0.03999999910593033,5.227560997009277
4,UN,0.25,0.0,5.200168132781982
4,UN,0.5,0.0,7.517770767211914
4,UN,1.0,0.0,7.8935227394104
4,UN,2.0,0.0,6.216150760650635
4,UN,4.0,0.0,5.856531620025635
4,UN,8.0,0.0,5.386103630065918
4,AU,0.0,0.7599999904632568,3.0568413734436035
4,AU,0.1,0.009999999776482582,3.565587043762207
4,AU,0.25,0.0,4.051699161529541
4,AU,0.5,0.0,3.074575424194336
4,AU,1.0,0.0,2.243405818939209
4,AU,2.0,0.0,1.625977873802185
4,AU,4.0,0.0,1.4795401096343994
4,AU,8.0,0.0,1.5311307907104492
4,AA,0.0,0.7599999904632568,2.0512795448303223
4,AA,0.1,0.14999999105930328,1.6553133726119995
4,AA,0.25,0.07999999821186066,1.6887484788894653
4,AA,0.5,0.11999999731779099,1.2353819608688354
4,AA,1.0,0.09999999403953552,0.905467689037323
4,AA,2.0,0.07000000029802322,0.6024373769760132
