Run,Model,Attack Intensity,Accuracy,Confidence
1,AU,8.0,0.0,5.777579307556152
1,AA,0.0,0.7299999594688416,1.7963840961456299
1,AA,0.1,0.029999999329447746,3.823047399520874
1,AA,0.25,0.03999999910593033,3.622612953186035
1,AA,0.5,0.009999999776482582,2.282945394515991
1,AA,1.0,0.03999999910593033,1.3890312910079956
1,AA,2.0,0.03999999910593033,0.7453317046165466
1,AA,4.0,0.009999999776482582,0.6560276746749878
1,AA,8.0,0.009999999776482582,0.5379810333251953
1,AN,0.0,0.7199999690055847,2.5600132942199707
1,AN,0.1,0.0,13.623005867004395
1,AN,0.25,0.0,14.967097282409668
1,AN,0.5,0.0,12.53725814819336
1,AN,1.0,0.0,9.15765380859375
1,AN,2.0,0.0,7.0215325355529785
1,AN,4.0,0.0,6.047187805175781
1,AN,8.0,0.0,5.391497611999512
2,UU,0.0,0.8399999737739563,6.848804950714111
2,UU,0.1,0.0,23.922189712524414
2,UU,0.25,0.0,21.926889419555664
2,UU,0.5,0.0,22.80650520324707
2,UU,1.0,0.0,19.61236000061035
2,UU,2.0,0.0,15.746452331542969
2,UU,4.0,0.0,14.377460479736328
2,UU,8.0,0.0,12.7509126663208
2,UA,0.0,0.6200000047683716,2.2933437824249268
2,UA,0.1,0.14000000059604645,2.712994337081909
2,UA,0.25,0.07999999821186066,3.390573740005493
2,UA,0.5,0.05999999865889549,1.4562612771987915
2,UA,1.0,0.03999999910593033,1.1097912788391113
2,UA,2.0,0.03999999910593033,1.3078004121780396
2,UA,4.0,0.019999999552965164,1.4026398658752441
2,UA,8.0,0.04999999701976776,1.4791885614395142
2,UN,0.0,0.6200000047683716,4.090610504150391
2,UN,0.1,0.0,16.99432373046875
2,UN,0.25,0.0,19.192005157470703
2,UN,0.5,0.0,21.249305725097656
2,UN,1.0,0.0,18.325281143188477
2,UN,2.0,0.0,14.690296173095703
2,UN,4.0,0.0,13.292387008666992
2,UN,8.0,0.0,12.787736892700195
2,AU,0.0,0.7599999904632568,3.595977306365967
2,AU,0.1,0.0,15.565844535827637
2,AU,0.25,0.0,15.692079544067383
2,AU,0.5,0.0,13.13079833984375
2,AU,1.0,0.0,9.242429733276367
2,AU,2.0,0.0,6.983239650726318
2,AU,4.0,0.0,6.095041751861572
2,AU,8.0,0.0,6.000031471252441
2,AA,0.0,0.7299999594688416,2.2959578037261963
2,AA,0.1,0.03999999910593033,3.48494815826416
2,AA,0.25,0.05999999865889549,3.53692364692688
2,AA,0.5,0.03999999910593033,2.2918121814727783
2,AA,1.0,0.019999999552965164,1.390426754951477
2,AA,2.0,0.04999999701976776,0.8047311305999756
