Run,Model,Adversarial,Augmentation,Intensity,Metric,Confidence
0,U,False,Noise,0.01,0.9199999570846558,8.10953140258789
0,U,True,Noise,0.01,1.0,16.76605987548828
0,U,False,Noise,0.1,0.9199999570846558,8.10953140258789
0,U,True,Noise,0.1,1.0,16.31365394592285
0,U,False,Noise,0.5,0.9199999570846558,8.10953140258789
0,U,True,Noise,0.5,1.0,16.67608642578125
0,U,False,Noise,1.0,0.9099999666213989,8.10953140258789
0,U,True,Noise,1.0,1.0,16.40098762512207
0,U,False,Noise,2.0,0.8799999952316284,8.10953140258789
0,U,True,Noise,2.0,1.0,16.542150497436523
0,U,False,Noise,5.0,0.6299999952316284,8.10953140258789
0,U,True,Noise,5.0,1.0,16.55315589904785
0,U,False,Noise,10.0,0.22999998927116394,8.10953140258789
0,U,True,Noise,10.0,1.0,16.76520347595215
0,U,False,Noise,15.0,0.14999999105930328,8.10953140258789
0,U,True,Noise,15.0,1.0,16.653457641601562
0,U,False,Noise,20.0,0.08999999612569809,8.10953140258789
0,U,True,Noise,20.0,1.0,16.38397216796875
0,U,False,Noise,25.0,0.05999999865889549,8.10953140258789
0,U,True,Noise,25.0,1.0,16.224281311035156
0,U,False,Rotation,5.0,0.8799999952316284,8.10953140258789
0,U,True,Rotation,5.0,0.9899999499320984,16.607921600341797
0,U,False,Rotation,10.0,0.8899999856948853,8.10953140258789
0,U,True,Rotation,10.0,0.9899999499320984,16.239330291748047
0,U,False,Rotation,15.0,0.8499999642372131,8.10953140258789
0,U,True,Rotation,15.0,1.0,16.75477409362793
0,U,False,Rotation,20.0,0.8399999737739563,8.10953140258789
0,U,True,Rotation,20.0,0.9699999690055847,16.595977783203125
0,U,False,Rotation,35.0,0.8299999833106995,8.10953140258789
0,U,True,Rotation,35.0,0.9599999785423279,16.514896392822266
0,U,False,Rotation,45.0,0.699999988079071,8.10953140258789
0,U,True,Rotation,45.0,0.9799999594688416,16.89130973815918
0,U,False,Rotation,55.0,0.699999988079071,8.10953140258789
0,U,True,Rotation,55.0,1.0,16.56011199951172
0,U,False,Rotation,65.0,0.6399999856948853,8.10953140258789
0,U,True,Rotation,65.0,0.9300000071525574,16.007707595825195
0,U,False,Rotation,75.0,0.6399999856948853,8.10953140258789
